"zodis","total","singular","singular.num","plural","plural.num"
"ambraciotes",1,"",0,"",0
"ambrociato",1,"",0,"",0
"ambrociotes",1,"",0,"",0
"ambrosial",1,"",0,"",0
"ambrosiam",1,"",0,"",0
"ambrosius",1,"",0,"",0
"ambubalarum",1,"",0,"",0
"ambulans",1,"",0,"",0
"ambulant",1,"",0,"",0
"ambulare",1,"",0,"",0
"ambularet",1,"",0,"",0
"ambulationem",1,"",0,"",0
"ambulatoria",1,"",0,"",0
"ambulet",1,"",0,"",0
"ambulones",1,"",0,"",0
"ambustus",1,"",0,"",0
"amemus",1,"",0,"",0
"amen",1,"",0,"",0
"amendment",1,"",0,"",0
"amentiam",1,"",0,"",0
"amerino",1,"",0,"",0
"amerinus",1,"",0,"",0
"ameris",1,"",0,"",0
"amestris",1,"",0,"",0
"amicam",1,"",0,"",0
"amicas",1,"",0,"",0
"amicissimis",1,"",0,"",0
"amicissimum",1,"",0,"",0
"amicitiae",1,"",0,"",0
"amiciticae",1,"",0,"",0
"amiciticia",1,"",0,"",0
"amicitur",1,"",0,"",0
"amid",1,"",0,"",0
"amington",1,"",0,"",0
"amisimus",1,"",0,"",0
"amisisset",1,"",0,"",0
"amissam",1,"",0,"",0
"amissas",1,"",0,"",0
"amissione",1,"",0,"",0
"amissis",1,"",0,"",0
"amitti",1,"",0,"",0
"amittit",1,"",0,"",0
"ammoniac",1,"",0,"",0
"ammonites",1,"",0,"",0
"amnem",1,"",0,"",0
"amnes",1,"",0,"",0
"amoena",1,"",0,"",0
"amoenissimam",1,"",0,"",0
"amomo",1,"",0,"",0
"amoreus",1,"",0,"",0
"amort",1,"",0,"",0
"amotis",1,"",0,"",0
"amoveatur",1,"",0,"",0
"ampelis",1,"",0,"",0
"amphelinam",1,"",0,"",0
"amphibological",1,"",0,"",0
"amphilenum",1,"",0,"",0
"amphion",1,"",0,"",0
"amphit",1,"",0,"",0
"amphitormantia",1,"",0,"",0
"amphitridion",1,"",0,"",0
"amphitrio",1,"",0,"",0
"amphitrite",1,"",0,"",0
"amphitryo",1,"",0,"",0
"ampitheatrums",1,"",0,"",0
"amplectimur",1,"",0,"",0
"amplectitur",1,"",0,"",0
"amplector",1,"",0,"",0
"amplexa",1,"",0,"",0
"amplexabitur",1,"",0,"",0
"amplexarier",1,"",0,"",0
"amplexatur",1,"",0,"",0
"amplexibus",1,"",0,"",0
"amplexum",1,"",0,"",0
"ampliare",1,"",0,"",0
"ampliations",1,"",0,"",0
"amplificationem",1,"",0,"",0
"ampliores",1,"",0,"",0
"amplissima",1,"",0,"",0
"amplissime",1,"",0,"",0
"amplissimum",1,"",0,"",0
"ampliter",1,"",0,"",0
"amplitudinem",1,"",0,"",0
"ampullas",1,"",0,"",0
"ampullis",1,"",0,"",0
"amputat",1,"",0,"",0
"amputes",1,"",0,"",0
"amstel",1,"",0,"",0
"amstelrod",1,"",0,"",0
"amsterdami",1,"",0,"",0
"amsterdamian",1,"",0,"",0
"amuletum",1,"",0,"",0
"amurath",1,"",0,"",0
"amusing",1,"",0,"",0
"amussim",1,"",0,"",0
"amyander",1,"",0,"",0
"amye",1,"",0,"",0
"amygdalas",1,"",0,"",0
"amymone",1,"",0,"",0
"anagrams",1,"",0,"",0
"anakims",1,"",0,"",0
"analogy",1,"",0,"",0
"anamata",1,"",0,"",0
"anan",1,"",0,"",0
"anathematised",1,"",0,"",0
"anatillo",1,"",0,"",0
"anatomies",1,"",0,"",0
"anatomist",1,"",0,"",0
"anatomizing",1,"",0,"",0
"anaxa",1,"",0,"",0
"anaximenes",1,"",0,"",0
"anchoram",1,"",0,"",0
"anchovies",1,"",0,"",0
"ancientest",1,"",0,"",0
"ancile",1,"",0,"",0
"ancillulas",1,"",0,"",0
"ancipite",1,"",0,"",0
"ancona",1,"",0,"",0
"ancylia",1,"",0,"",0
"ancyra",1,"",0,"",0
"andr",1,"",0,"",0
"andradius",1,"",0,"",0
"andreae",1,"",0,"",0
"androcles",1,"",0,"",0
"andromache",1,"",0,"",0
"andromachi",1,"",0,"",0
"andronicus",1,"",0,"",0
"anemone",1,"",0,"",0
"anfractibus",1,"",0,"",0
"anfractuous",1,"",0,"",0
"ang",1,"",0,"",0
"angat",1,"",0,"",0
"angerianus",1,"",0,"",0
"anget",1,"",0,"",0
"angit",1,"",0,"",0
"angl",1,"",0,"",0
"angle",1,"",0,"",0
"angled",1,"",0,"",0
"angles",1,"",0,"",0
"angli",1,"",0,"",0
"anglia",1,"",0,"",0
"angliae",1,"",0,"",0
"anglic",1,"",0,"",0
"anglicana",1,"",0,"",0
"anglicanos",1,"",0,"",0
"anglicus",1,"",0,"",0
"angling",1,"",0,"",0
"anglor",1,"",0,"",0
"anguem",1,"",0,"",0
"anguillas",1,"",0,"",0
"anguineis",1,"",0,"",0
"angulis",1,"",0,"",0
"angulus",1,"",0,"",0
"angust",1,"",0,"",0
"angustique",1,"",0,"",0
"angustis",1,"",0,"",0
"angustus",1,"",0,"",0
"anhelantes",1,"",0,"",0
"anhelis",1,"",0,"",0
"anian",1,"",0,"",0
"anights",1,"",0,"",0
"animadversion",1,"",0,"",0
"animadvertebant",1,"",0,"",0
"animaeque",1,"",0,"",0
"animali",1,"",0,"",0
"animalibus",1,"",0,"",0
"animalis",1,"",0,"",0
"animantium",1,"",0,"",0
"animat",1,"",0,"",0
"animates",1,"",0,"",0
"animateth",1,"",0,"",0
"animatis",1,"",0,"",0
"animatus",1,"",0,"",0
"animique",1,"",0,"",0
"animosa",1,"",0,"",0
"animose",1,"",0,"",0
"animosus",1,"",0,"",0
"animula",1,"",0,"",0
"aniniani",1,"",0,"",0
"aninum",1,"",0,"",0
"anise",1,"",0,"",0
"anitus",1,"",0,"",0
"anjou",1,"",0,"",0
"anker",1,"",0,"",0
"annales",1,"",0,"",0
"annalibus",1,"",0,"",0
"annalium",1,"",0,"",0
"annat",1,"",0,"",0
"annectitur",1,"",0,"",0
"annianus",1,"",0,"",0
"annique",1,"",0,"",0
"annisque",1,"",0,"",0
"annitaris",1,"",0,"",0
"anniversaries",1,"",0,"",0
"anniversarius",1,"",0,"",0
"annon",1,"",0,"",0
"annona",1,"",0,"",0
"annosus",1,"",0,"",0
"annotations",1,"",0,"",0
"annui",1,"",0,"",0
"annuli",1,"",0,"",0
"annulo",1,"",0,"",0
"annunciare",1,"",0,"",0
"ano",1,"",0,"",0
"anoctis",1,"",0,"",0
"anointing",1,"",0,"",0
"anort",1,"",0,"",0
"anquam",1,"",0,"",0
"ans",1,"",0,"",0
"anselm",1,"",0,"",0
"antecedentem",1,"",0,"",0
"antecessit",1,"",0,"",0
"antenor",1,"",0,"",0
"anteo",1,"",0,"",0
"antepharon",1,"",0,"",0
"anteponant",1,"",0,"",0
"antequam",1,"",0,"",0
"anterotes",1,"",0,"",0
"anteroti",1,"",0,"",0
"antevenere",1,"",0,"",0
"antevenit",1,"",0,"",0
"antevertebant",1,"",0,"",0
"antevorta",1,"",0,"",0
"anthills",1,"",0,"",0
"anthol",1,"",0,"",0
"anthonies",1,"",0,"",0
"anthonius",1,"",0,"",0
"anthropoi",1,"",0,"",0
"anthropoisi",1,"",0,"",0
"anthropophagi",1,"",0,"",0
"anti",1,"",0,"",0
"antichristi",1,"",0,"",0
"anticles",1,"",0,"",0
"anticoenium",1,"",0,"",0
"anticyrian",1,"",0,"",0
"anticyris",1,"",0,"",0
"antidotario",1,"",0,"",0
"antidotis",1,"",0,"",0
"antilochus",1,"",0,"",0
"antilutron",1,"",0,"",0
"antinoa",1,"",0,"",0
"antiochum",1,"",0,"",0
"antiope",1,"",0,"",0
"antip",1,"",0,"",0
"antiparodia",1,"",0,"",0
"antipater",1,"",0,"",0
"antiphio",1,"",0,"",0
"antiquam",1,"",0,"",0
"antiquar",1,"",0,"",0
"antiques",1,"",0,"",0
"antiquis",1,"",0,"",0
"antiquit",1,"",0,"",0
"antiquitatem",1,"",0,"",0
"antiquorum",1,"",0,"",0
"antiquos",1,"",0,"",0
"antisciis",1,"",0,"",0
"antitycho",1,"",0,"",0
"anton",1,"",0,"",0
"antonio",1,"",0,"",0
"antra",1,"",0,"",0
"anubis",1,"",0,"",0
"anum",1,"",0,"",0
"anxiae",1,"",0,"",0
"anxie",1,"",0,"",0
"anxietas",1,"",0,"",0
"anxii",1,"",0,"",0
"anywise",1,"",0,"",0
"aonius",1,"",0,"",0
"apace",1,"",0,"",0
"apagesis",1,"",0,"",0
"apaid",1,"",0,"",0
"apame",1,"",0,"",0
"apathaes",1,"",0,"",0
"apella",1,"",0,"",0
"apennines",1,"",0,"",0
"aperientes",1,"",0,"",0
"aperit",1,"",0,"",0
"apertio",1,"",0,"",0
"apertis",1,"",0,"",0
"apetios",1,"",0,"",0
"aphonsi",1,"",0,"",0
"aphorismo",1,"",0,"",0
"aphorismorum",1,"",0,"",0
"aphrosunae",1,"",0,"",0
"apician",1,"",0,"",0
"apicibus",1,"",0,"",0
"apicius",1,"",0,"",0
"apiece",1,"",0,"",0
"apis",1,"",0,"",0
"apo",1,"",0,"",0
"apocalyps",1,"",0,"",0
"apodix",1,"",0,"",0
"apolline",1,"",0,"",0
"apollineis",1,"",0,"",0
"apollonia",1,"",0,"",0
"apollonides",1,"",0,"",0
"apollonij",1,"",0,"",0
"apologer",1,"",0,"",0
"apologetical",1,"",0,"",0
"apologia",1,"",0,"",0
"apologiseth",1,"",0,"",0
"apona",1,"",0,"",0
"apophlegmatisms",1,"",0,"",0
"apoplexiam",1,"",0,"",0
"apostata",1,"",0,"",0
"apostatare",1,"",0,"",0
"apostolicae",1,"",0,"",0
"apostolical",1,"",0,"",0
"apostrophe",1,"",0,"",0
"apparare",1,"",0,"",0
"apparat",1,"",0,"",0
"apparatu",1,"",0,"",0
"apparatum",1,"",0,"",0
"apparatus",1,"",0,"",0
"appare",1,"",0,"",0
"apparelled",1,"",0,"",0
"apparens",1,"",0,"",0
"apparit",1,"",0,"",0
"apparition",1,"",0,"",0
"apparitionibus",1,"",0,"",0
"apparitor",1,"",0,"",0
"appeareth",1,"",0,"",0
"appeaseth",1,"",0,"",0
"appelitum",1,"",0,"",0
"appellabat",1,"",0,"",0
"appellare",1,"",0,"",0
"appellari",1,"",0,"",0
"appellat",1,"",0,"",0
"appellatio",1,"",0,"",0
"appellatione",1,"",0,"",0
"appellationibus",1,"",0,"",0
"appendices",1,"",0,"",0
"appendunt",1,"",0,"",0
"appertaining",1,"",0,"",0
"appetit",1,"",0,"",0
"appion",1,"",0,"",0
"applauders",1,"",0,"",0
"applauding",1,"",0,"",0
"applausum",1,"",0,"",0
"appoints",1,"",0,"",0
"apponant",1,"",0,"",0
"apponere",1,"",0,"",0
"apponnere",1,"",0,"",0
"apportent",1,"",0,"",0
"apposita",1,"",0,"",0
"apprehendere",1,"",0,"",0
"apprehenderit",1,"",0,"",0
"apprehensione",1,"",0,"",0
"apprenticeship",1,"",0,"",0
"apprime",1,"",0,"",0
"approaching",1,"",0,"",0
"approbat",1,"",0,"",0
"approbatur",1,"",0,"",0
"appropriata",1,"",0,"",0
"appropriating",1,"",0,"",0
"approver",1,"",0,"",0
"appulistis",1,"",0,"",0
"aprici",1,"",0,"",0
"aprili",1,"",0,"",0
"apro",1,"",0,"",0
"aprorum",1,"",0,"",0
"aproyis",1,"",0,"",0
"aptae",1,"",0,"",0
"aptavit",1,"",0,"",0
"aptent",1,"",0,"",0
"apter",1,"",0,"",0
"aptiores",1,"",0,"",0
"aptissima",1,"",0,"",0
"aptissimum",1,"",0,"",0
"aptness",1,"",0,"",0
"aptos",1,"",0,"",0
"aptum",1,"",0,"",0
"apul",1,"",0,"",0
"apuleiorum",1,"",0,"",0
"aquaria",1,"",0,"",0
"aquarius",1,"",0,"",0
"aquatilibus",1,"",0,"",0
"aquatque",1,"",0,"",0
"aquibus",1,"",0,"",0
"aquilas",1,"",0,"",0
"aquilonius",1,"",0,"",0
"aquin",1,"",0,"",0
"aquitaine",1,"",0,"",0
"aquitanes",1,"",0,"",0
"aquum",1,"",0,"",0
"arab",1,"",0,"",0
"arabibus",1,"",0,"",0
"arabicae",1,"",0,"",0
"arable",1,"",0,"",0
"arabs",1,"",0,"",0
"arachne",1,"",0,"",0
"arandus",1,"",0,"",0
"aranearum",1,"",0,"",0
"arantes",1,"",0,"",0
"araspus",1,"",0,"",0
"arata",1,"",0,"",0
"arate",1,"",0,"",0
"aratro",1,"",0,"",0
"aratus",1,"",0,"",0
"arbatell",1,"",0,"",0
"arbit",1,"",0,"",0
"arbitrantes",1,"",0,"",0
"arbitraretur",1,"",0,"",0
"arbitrement",1,"",0,"",0
"arbitremini",1,"",0,"",0
"arbitrer",1,"",0,"",0
"arbitros",1,"",0,"",0
"arbitrum",1,"",0,"",0
"arbor",1,"",0,"",0
"arbore",1,"",0,"",0
"arborea",1,"",0,"",0
"arboribus",1,"",0,"",0
"arbos",1,"",0,"",0
"arbours",1,"",0,"",0
"arc",1,"",0,"",0
"arcadius",1,"",0,"",0
"arcanae",1,"",0,"",0
"arcanorum",1,"",0,"",0
"arceaniur",1,"",0,"",0
"arcendos",1,"",0,"",0
"arcentur",1,"",0,"",0
"arcessis",1,"",0,"",0
"arcessitur",1,"",0,"",0
"archangel",1,"",0,"",0
"archbishopric",1,"",0,"",0
"arched",1,"",0,"",0
"archidamus",1,"",0,"",0
"archigenis",1,"",0,"",0
"archilaus",1,"",0,"",0
"archilocus",1,"",0,"",0
"archippe",1,"",0,"",0
"architect",1,"",0,"",0
"archness",1,"",0,"",0
"arcite",1,"",0,"",0
"arcium",1,"",0,"",0
"arconidis",1,"",0,"",0
"arctissimo",1,"",0,"",0
"arcturus",1,"",0,"",0
"arcu",1,"",0,"",0
"arcubanus",1,"",0,"",0
"arcus",1,"",0,"",0
"ardeat",1,"",0,"",0
"ardelion",1,"",0,"",0
"ardent",1,"",0,"",0
"ardentior",1,"",0,"",0
"ardentiorem",1,"",0,"",0
"ardeo",1,"",0,"",0
"ardescant",1,"",0,"",0
"ardoribus",1,"",0,"",0
"ardour",1,"",0,"",0
"ardui",1,"",0,"",0
"arear",1,"",0,"",0
"arena",1,"",0,"",0
"arenae",1,"",0,"",0
"arenaram",1,"",0,"",0
"areret",1,"",0,"",0
"aret",1,"",0,"",0
"arete",1,"",0,"",0
"argelanus",1,"",0,"",0
"argenteum",1,"",0,"",0
"argentoque",1,"",0,"",0
"argetocovus",1,"",0,"",0
"argilinentum",1,"",0,"",0
"argivum",1,"",0,"",0
"argo",1,"",0,"",0
"argonautics",1,"",0,"",0
"arguantur",1,"",0,"",0
"arguens",1,"",0,"",0
"arguron",1,"",0,"",0
"argurs",1,"",0,"",0
"arguti",1,"",0,"",0
"argutia",1,"",0,"",0
"argutiis",1,"",0,"",0
"arianus",1,"",0,"",0
"arias",1,"",0,"",0
"arica",1,"",0,"",0
"aridi",1,"",0,"",0
"arido",1,"",0,"",0
"ariost",1,"",0,"",0
"ariostoes",1,"",0,"",0
"aristachorum",1,"",0,"",0
"aristagoras",1,"",0,"",0
"aristarchum",1,"",0,"",0
"aristenaetis",1,"",0,"",0
"aristenetus",1,"",0,"",0
"aristoclea",1,"",0,"",0
"aristocracy",1,"",0,"",0
"aristocratical",1,"",0,"",0
"aristolochy",1,"",0,"",0
"ariston",1,"",0,"",0
"aristonica",1,"",0,"",0
"aristophanis",1,"",0,"",0
"aristotelismo",1,"",0,"",0
"aristoxenus",1,"",0,"",0
"arithmeticis",1,"",0,"",0
"arius",1,"",0,"",0
"arlette",1,"",0,"",0
"armachanus",1,"",0,"",0
"armada",1,"",0,"",0
"armar",1,"",0,"",0
"armatam",1,"",0,"",0
"armatos",1,"",0,"",0
"armatura",1,"",0,"",0
"armatus",1,"",0,"",0
"armena",1,"",0,"",0
"armenius",1,"",0,"",0
"armipotens",1,"",0,"",0
"armorum",1,"",0,"",0
"armouries",1,"",0,"",0
"armoury",1,"",0,"",0
"arniscus",1,"",0,"",0
"arniseum",1,"",0,"",0
"arniseus",1,"",0,"",0
"arnold",1,"",0,"",0
"arnoldi",1,"",0,"",0
"arnoldum",1,"",0,"",0
"aromata",1,"",0,"",0
"aromatica",1,"",0,"",0
"aron",1,"",0,"",0
"around",1,"",0,"",0
"arouse",1,"",0,"",0
"arpinas",1,"",0,"",0
"array",1,"",0,"",0
"arrayed",1,"",0,"",0
"arrearages",1,"",0,"",0
"arria",1,"",0,"",0
"arrianus",1,"",0,"",0
"arridebit",1,"",0,"",0
"arridere",1,"",0,"",0
"arrived",1,"",0,"",0
"arrogantia",1,"",0,"",0
"arrogantiae",1,"",0,"",0
"arrogantly",1,"",0,"",0
"arrogate",1,"",0,"",0
"arrogating",1,"",0,"",0
"artaynta",1,"",0,"",0
"artefius",1,"",0,"",0
"arteria",1,"",0,"",0
"arteriae",1,"",0,"",0
"arteus",1,"",0,"",0
"arth",1,"",0,"",0
"arthemedorus",1,"",0,"",0
"arthington",1,"",0,"",0
"arthritici",1,"",0,"",0
"arthus",1,"",0,"",0
"artic",1,"",0,"",0
"artichokes",1,"",0,"",0
"articulis",1,"",0,"",0
"artificialia",1,"",0,"",0
"artificially",1,"",0,"",0
"artificibus",1,"",0,"",0
"artificio",1,"",0,"",0
"artificiosa",1,"",0,"",0
"artificis",1,"",0,"",0
"artificum",1,"",0,"",0
"artisan",1,"",0,"",0
"artiumque",1,"",0,"",0
"aruisse",1,"",0,"",0
"arundine",1,"",0,"",0
"arundinem",1,"",0,"",0
"aruntius",1,"",0,"",0
"asa",1,"",0,"",0
"asafoetida",1,"",0,"",0
"ascam",1,"",0,"",0
"ascendendi",1,"",0,"",0
"ascendisset",1,"",0,"",0
"ascendit",1,"",0,"",0
"ascensum",1,"",0,"",0
"ascent",1,"",0,"",0
"asciverint",1,"",0,"",0
"asclepiadean",1,"",0,"",0
"asclepius",1,"",0,"",0
"ascribenda",1,"",0,"",0
"ascribere",1,"",0,"",0
"ascribing",1,"",0,"",0
"ascribunt",1,"",0,"",0
"aselli",1,"",0,"",0
"asellus",1,"",0,"",0
"ashen",1,"",0,"",0
"asiae",1,"",0,"",0
"asians",1,"",0,"",0
"asiatici",1,"",0,"",0
"asinae",1,"",0,"",0
"asiniae",1,"",0,"",0
"asinina",1,"",0,"",0
"asininis",1,"",0,"",0
"asinis",1,"",0,"",0
"asinius",1,"",0,"",0
"asinorum",1,"",0,"",0
"asking",1,"",0,"",0
"asmodaeus",1,"",0,"",0
"asnich",1,"",0,"",0
"asorius",1,"",0,"",0
"aspected",1,"",0,"",0
"aspectibus",1,"",0,"",0
"aspectus",1,"",0,"",0
"asperae",1,"",0,"",0
"asperam",1,"",0,"",0
"asperitas",1,"",0,"",0
"asperitatis",1,"",0,"",0
"asperius",1,"",0,"",0
"aspernabatur",1,"",0,"",0
"aspernate",1,"",0,"",0
"aspernatur",1,"",0,"",0
"aspersas",1,"",0,"",0
"asperse",1,"",0,"",0
"aspersion",1,"",0,"",0
"asperum",1,"",0,"",0
"aspexeris",1,"",0,"",0
"aspexi",1,"",0,"",0
"aspice",1,"",0,"",0
"aspichmis",1,"",0,"",0
"aspici",1,"",0,"",0
"aspicias",1,"",0,"",0
"aspiciens",1,"",0,"",0
"aspicio",1,"",0,"",0
"aspicis",1,"",0,"",0
"aspides",1,"",0,"",0
"aspire",1,"",0,"",0
"aspiring",1,"",0,"",0
"assaid",1,"",0,"",0
"assaieret",1,"",0,"",0
"assail",1,"",0,"",0
"assassinates",1,"",0,"",0
"assassinats",1,"",0,"",0
"assaulted",1,"",0,"",0
"assaults",1,"",0,"",0
"assay",1,"",0,"",0
"assembled",1,"",0,"",0
"assequi",1,"",0,"",0
"assequitur",1,"",0,"",0
"assequuntur",1,"",0,"",0
"assert",1,"",0,"",0
"asserunt",1,"",0,"",0
"assibilat",1,"",0,"",0
"assideat",1,"",0,"",0
"assidente",1,"",0,"",0
"assido",1,"",0,"",0
"assiduationem",1,"",0,"",0
"assiduent",1,"",0,"",0
"assiduus",1,"",0,"",0
"assignando",1,"",0,"",0
"assignare",1,"",0,"",0
"assignatur",1,"",0,"",0
"assignetur",1,"",0,"",0
"assimilate",1,"",0,"",0
"assimilation",1,"",0,"",0
"assimilatus",1,"",0,"",0
"assimulata",1,"",0,"",0
"assise",1,"",0,"",0
"assuaged",1,"",0,"",0
"assuesce",1,"",0,"",0
"assuetae",1,"",0,"",0
"assuetis",1,"",0,"",0
"assueverit",1,"",0,"",0
"assum",1,"",0,"",0
"assumat",1,"",0,"",0
"assumed",1,"",0,"",0
"assuming",1,"",0,"",0
"assumuntur",1,"",0,"",0
"assure",1,"",0,"",0
"assureth",1,"",0,"",0
"assurgat",1,"",0,"",0
"assurgunt",1,"",0,"",0
"assyriaque",1,"",0,"",0
"ast",1,"",0,"",0
"astaroth",1,"",0,"",0
"asthma",1,"",0,"",0
"astonishing",1,"",0,"",0
"astracan",1,"",0,"",0
"astrea",1,"",0,"",0
"astrictus",1,"",0,"",0
"astringentia",1,"",0,"",0
"astringentibus",1,"",0,"",0
"astris",1,"",0,"",0
"astrol",1,"",0,"",0
"astronomicis",1,"",0,"",0
"astronomorum",1,"",0,"",0
"astrophel",1,"",0,"",0
"astruunt",1,"",0,"",0
"astunica",1,"",0,"",0
"astutae",1,"",0,"",0
"astutam",1,"",0,"",0
"astutia",1,"",0,"",0
"astyanassa",1,"",0,"",0
"atalantae",1,"",0,"",0
"ataliba",1,"",0,"",0
"aterius",1,"",0,"",0
"athamas",1,"",0,"",0
"atheismus",1,"",0,"",0
"athemas",1,"",0,"",0
"athenais",1,"",0,"",0
"atheomastix",1,"",0,"",0
"atlantes",1,"",0,"",0
"atomorum",1,"",0,"",0
"atomos",1,"",0,"",0
"atonement",1,"",0,"",0
"atquae",1,"",0,"",0
"atrabilarii",1,"",0,"",0
"atreus",1,"",0,"",0
"atri",1,"",0,"",0
"atroci",1,"",0,"",0
"atrocior",1,"",0,"",0
"atrociter",1,"",0,"",0
"attaining",1,"",0,"",0
"attalus",1,"",0,"",0
"attamen",1,"",0,"",0
"attempting",1,"",0,"",0
"attendenda",1,"",0,"",0
"attentive",1,"",0,"",0
"attentively",1,"",0,"",0
"attenuatis",1,"",0,"",0
"atterere",1,"",0,"",0
"attic",1,"",0,"",0
"attigit",1,"",0,"",0
"attila",1,"",0,"",0
"attinent",1,"",0,"",0
"attinet",1,"",0,"",0
"attingat",1,"",0,"",0
"attingere",1,"",0,"",0
"attiring",1,"",0,"",0
"attonite",1,"",0,"",0
"attonitum",1,"",0,"",0
"attract",1,"",0,"",0
"attracted",1,"",0,"",0
"attraheret",1,"",0,"",0
"attrectantes",1,"",0,"",0
"attrectare",1,"",0,"",0
"attrectari",1,"",0,"",0
"attributing",1,"",0,"",0
"attrition",1,"",0,"",0
"attritum",1,"",0,"",0
"atwater",1,"",0,"",0
"aubular",1,"",0,"",0
"aucti",1,"",0,"",0
"auctoribus",1,"",0,"",0
"auctoritatem",1,"",0,"",0
"auctoritatis",1,"",0,"",0
"auctoritatisque",1,"",0,"",0
"auctorum",1,"",0,"",0
"auctrix",1,"",0,"",0
"aucupari",1,"",0,"",0
"audabatarum",1,"",0,"",0
"audacem",1,"",0,"",0
"audacia",1,"",0,"",0
"audaciae",1,"",0,"",0
"audaciam",1,"",0,"",0
"audacious",1,"",0,"",0
"audacis",1,"",0,"",0
"audacity",1,"",0,"",0
"audacter",1,"",0,"",0
"audacterque",1,"",0,"",0
"audeam",1,"",0,"",0
"audebant",1,"",0,"",0
"audernacus",1,"",0,"",0
"audias",1,"",0,"",0
"audiebat",1,"",0,"",0
"audierim",1,"",0,"",0
"audieriti",1,"",0,"",0
"audies",1,"",0,"",0
"audiet",1,"",0,"",0
"audimus",1,"",0,"",0
"audirentque",1,"",0,"",0
"audiret",1,"",0,"",0
"audite",1,"",0,"",0
"auditione",1,"",0,"",0
"auditor",1,"",0,"",0
"auditores",1,"",0,"",0
"auditories",1,"",0,"",0
"auditque",1,"",0,"",0
"auditu",1,"",0,"",0
"audituque",1,"",0,"",0
"auditur",1,"",0,"",0
"auditus",1,"",0,"",0
"audiunt",1,"",0,"",0
"audiuntur",1,"",0,"",0
"audivimus",1,"",0,"",0
"audivisse",1,"",0,"",0
"auexarcus",1,"",0,"",0
"auferat",1,"",0,"",0
"auferens",1,"",0,"",0
"auferimur",1,"",0,"",0
"auferri",1,"",0,"",0
"aufert",1,"",0,"",0
"auferte",1,"",0,"",0
"aufertur",1,"",0,"",0
"auferunt",1,"",0,"",0
"augendos",1,"",0,"",0
"augit",1,"",0,"",0
"augmenting",1,"",0,"",0
"augurinus",1,"",0,"",0
"augustana",1,"",0,"",0
"augustanus",1,"",0,"",0
"augusti",1,"",0,"",0
"augustinus",1,"",0,"",0
"augustissimo",1,"",0,"",0
"aulae",1,"",0,"",0
"aulam",1,"",0,"",0
"aulaque",1,"",0,"",0
"aulia",1,"",0,"",0
"aulicum",1,"",0,"",0
"aulicus",1,"",0,"",0
"aulular",1,"",0,"",0
"aulularia",1,"",0,"",0
"aulus",1,"",0,"",0
"aupulia",1,"",0,"",0
"auratum",1,"",0,"",0
"aureae",1,"",0,"",0
"auream",1,"",0,"",0
"aurelia",1,"",0,"",0
"aurelian",1,"",0,"",0
"aurelii",1,"",0,"",0
"aurelio",1,"",0,"",0
"aureus",1,"",0,"",0
"auricula",1,"",0,"",0
"auriculas",1,"",0,"",0
"aurigis",1,"",0,"",0
"aurorae",1,"",0,"",0
"ausa",1,"",0,"",0
"auscultabimus",1,"",0,"",0
"ausidus",1,"",0,"",0
"ausim",1,"",0,"",0
"ausit",1,"",0,"",0
"ausoniarum",1,"",0,"",0
"ausonium",1,"",0,"",0
"auspicandum",1,"",0,"",0
"auspiciosi",1,"",0,"",0
"austriaco",1,"",0,"",0
"austro",1,"",0,"",0
"auth",1,"",0,"",0
"authentic",1,"",0,"",0
"authentical",1,"",0,"",0
"authorem",1,"",0,"",0
"autiloque",1,"",0,"",0
"autolicus",1,"",0,"",0
"automatoi",1,"",0,"",0
"autumant",1,"",0,"",0
"autumno",1,"",0,"",0
"autumns",1,"",0,"",0
"auxiliis",1,"",0,"",0
"availed",1,"",0,"",0
"availing",1,"",0,"",0
"avaris",1,"",0,"",0
"avaritice",1,"",0,"",0
"avaunt",1,"",0,"",0
"avemarias",1,"",0,"",0
"avena",1,"",0,"",0
"avenezra",1,"",0,"",0
"aver",1,"",0,"",0
"averred",1,"",0,"",0
"averroist",1,"",0,"",0
"averruncandae",1,"",0,"",0
"averrunci",1,"",0,"",0
"aversans",1,"",0,"",0
"aversatur",1,"",0,"",0
"aversus",1,"",0,"",0
"avert",1,"",0,"",0
"avertat",1,"",0,"",0
"averte",1,"",0,"",0
"avertebat",1,"",0,"",0
"avertens",1,"",0,"",0
"avertite",1,"",0,"",0
"aviculas",1,"",0,"",0
"aviditas",1,"",0,"",0
"avidius",1,"",0,"",0
"avido",1,"",0,"",0
"avignon",1,"",0,"",0
"avium",1,"",0,"",0
"aviumscrutari",1,"",0,"",0
"avocat",1,"",0,"",0
"avoids",1,"",0,"",0
"avolat",1,"",0,"",0
"avouch",1,"",0,"",0
"avoucheth",1,"",0,"",0
"avulsus",1,"",0,"",0
"avunculus",1,"",0,"",0
"avus",1,"",0,"",0
"aware",1,"",0,"",0
"awed",1,"",0,"",0
"axicchus",1,"",0,"",0
"axilon",1,"",0,"",0
"axioche",1,"",0,"",0
"axiocus",1,"",0,"",0
"axion",1,"",0,"",0
"axius",1,"",0,"",0
"axle",1,"",0,"",0
"ay",1,"",0,"",0
"azariel",1,"",0,"",0
"azemenis",1,"",0,"",0
"azorius",1,"",0,"",0
"azure",1,"",0,"",0
"babbling",1,"",0,"",0
"babe",1,"",0,"",0
"babes",1,"",0,"",0
"babila",1,"",0,"",0
"baboons",1,"",0,"",0
